dataset,seed,epoch,loss,accuracy
IoT Network Intrusion Dataset,44,3,0.034716665744781494,0.9907629489898682
IoT Network Intrusion Dataset,44,4,0.029043732210993767,0.9923162460327148
IoT Network Intrusion Dataset,44,5,0.024364085868000984,0.9938730001449585
IoT Network Intrusion Dataset,44,6,0.020909970626235008,0.9948717355728149
IoT Network Intrusion Dataset,44,7,0.02119019627571106,0.9948786497116089
IoT Network Intrusion Dataset,44,8,0.02757413126528263,0.9930360913276672
IoT Network Intrusion Dataset,44,9,0.020052935928106308,0.9950818419456482
IoT Network Intrusion Dataset,44,10,0.021207841113209724,0.9945617914199829
IoT Network Intrusion Dataset,44,11,0.018426330760121346,0.9955123662948608
IoT Network Intrusion Dataset,44,12,0.02404140494763851,0.9941932559013367
IoT Network Intrusion Dataset,44,13,0.017635123804211617,0.9954572319984436
IoT Network Intrusion Dataset,44,14,0.016590535640716553,0.9958533048629761
IoT Network Intrusion Dataset,44,15,0.015593893826007843,0.9963148236274719
IoT Network Intrusion Dataset,44,16,0.024360286071896553,0.9933218955993652
IoT Network Intrusion Dataset,44,17,0.017154371365904808,0.9957672357559204
IoT Network Intrusion Dataset,44,18,0.022186774760484695,0.9945377111434937
IoT Network Intrusion Dataset,44,19,0.01615281216800213,0.9957534670829773
IoT Network Intrusion Dataset,44,20,0.017752671614289284,0.9955399036407471
IoT Network Intrusion Dataset,45,1,0.10482130944728851,0.9661650061607361
IoT Network Intrusion Dataset,45,2,0.04704854264855385,0.9858678579330444
IoT Network Intrusion Dataset,45,3,0.029334504157304764,0.9922803640365601
IoT Network Intrusion Dataset,45,4,0.03519146516919136,0.9902135729789734
IoT Network Intrusion Dataset,45,5,0.026555698364973068,0.9932898283004761
IoT Network Intrusion Dataset,45,6,0.02877761609852314,0.992444634437561
IoT Network Intrusion Dataset,45,7,0.022030118852853775,0.9946653842926025
IoT Network Intrusion Dataset,45,8,0.019406065344810486,0.9951786398887634
IoT Network Intrusion Dataset,45,9,0.017732812091708183,0.9957090616226196
IoT Network Intrusion Dataset,45,10,0.018957724794745445,0.9953873753547668
IoT Network Intrusion Dataset,45,11,0.026782948523759842,0.9931803345680237
IoT Network Intrusion Dataset,45,12,0.014085331931710243,0.9966466426849365
IoT Network Intrusion Dataset,45,13,0.030928513035178185,0.9922153353691101
IoT Network Intrusion Dataset,45,14,0.022052189335227013,0.9949425458908081
IoT Network Intrusion Dataset,45,15,0.020454727113246918,0.995294988155365
IoT Network Intrusion Dataset,45,16,0.020095372572541237,0.9953634142875671
IoT Network Intrusion Dataset,45,17,0.020409025251865387,0.995356559753418
IoT Network Intrusion Dataset,45,18,0.015547927469015121,0.9962496757507324
IoT Network Intrusion Dataset,45,19,0.018237290903925896,0.9958732724189758
IoT Network Intrusion Dataset,45,20,0.021160049363970757,0.9951820969581604
IoT Network Intrusion Dataset,46,1,0.12113089859485626,0.959900975227356
IoT Network Intrusion Dataset,46,2,0.04785522073507309,0.9862341284751892
IoT Network Intrusion Dataset,46,3,0.032419849187135696,0.9911687970161438
IoT Network Intrusion Dataset,46,4,0.030798781663179398,0.9914863705635071
IoT Network Intrusion Dataset,46,5,0.02320888265967369,0.9940578937530518
IoT Network Intrusion Dataset,46,6,0.02825019508600235,0.9925416111946106
IoT Network Intrusion Dataset,46,7,0.02833598107099533,0.9927806854248047
IoT Network Intrusion Dataset,46,8,0.03243448957800865,0.9910151362419128
IoT Network Intrusion Dataset,46,9,0.021196771413087845,0.9948194026947021
IoT Network Intrusion Dataset,46,10,0.019940407946705818,0.9952462911605835
IoT Network Intrusion Dataset,46,11,0.019337652251124382,0.9952053427696228
IoT Network Intrusion Dataset,46,12,0.018002063035964966,0.9954648613929749
IoT Network Intrusion Dataset,46,13,0.018148550763726234,0.9954990148544312
IoT Network Intrusion Dataset,46,14,0.019533690065145493,0.9953521490097046
IoT Network Intrusion Dataset,46,15,0.017299074679613113,0.9957209825515747
IoT Network Intrusion Dataset,46,16,0.015732400119304657,0.9961068630218506
IoT Network Intrusion Dataset,46,17,0.01539550255984068,0.9961239695549011
IoT Network Intrusion Dataset,46,18,0.0126259196549654,0.9969162344932556
IoT Network Intrusion Dataset,46,19,0.016575375571846962,0.9958644509315491
IoT Network Intrusion Dataset,46,20,0.011767509393393993,0.9971416592597961
NNSL-KDD,42,1,0.24981655180454254,0.9094977378845215
NNSL-KDD,42,2,0.14464960992336273,0.9432281851768494
NNSL-KDD,42,3,0.10165901482105255,0.9575123190879822
NNSL-KDD,42,4,0.08538996428251266,0.9665700793266296
NNSL-KDD,42,5,0.07263597100973129,0.9724404215812683
NNSL-KDD,42,6,0.06923779100179672,0.9739751219749451
NNSL-KDD,42,7,0.07340700924396515,0.9724404215812683
NNSL-KDD,42,8,0.06468167901039124,0.9763683080673218
NNSL-KDD,42,9,0.07058419287204742,0.973663866519928
NNSL-KDD,42,10,0.053329408168792725,0.9815303683280945
NNSL-KDD,42,11,0.04985141381621361,0.9831401705741882
NNSL-KDD,42,12,0.04776882380247116,0.9837733507156372
NNSL-KDD,42,13,0.045264068990945816,0.9845889806747437
NNSL-KDD,42,14,0.04516381025314331,0.9846533536911011
NNSL-KDD,42,15,0.04521257430315018,0.9844279885292053
NNSL-KDD,42,16,0.04232418164610863,0.9852650761604309
NNSL-KDD,42,17,0.04026593267917633,0.9858338832855225
NNSL-KDD,42,18,0.0391894169151783,0.9865207076072693
NNSL-KDD,42,19,0.0374823622405529,0.9865314364433289
NNSL-KDD,42,20,0.03633226454257965,0.9872075319290161
NNSL-KDD,43,1,0.2325412780046463,0.9177066683769226
NNSL-KDD,43,2,0.15324649214744568,0.9455634355545044
NNSL-KDD,43,3,0.12476556748151779,0.9517871737480164
NNSL-KDD,43,4,0.0905042514204979,0.965168297290802
NNSL-KDD,43,5,0.07340691238641739,0.9712203741073608
NNSL-KDD,43,6,0.06782259047031403,0.9737635850906372
NNSL-KDD,43,7,0.06760108470916748,0.9743751883506775
NNSL-KDD,43,8,0.06091112643480301,0.9772509932518005
NNSL-KDD,43,9,0.056179773062467575,0.9788391590118408
NNSL-KDD,43,10,0.05606035888195038,0.979203999042511
NNSL-KDD,43,11,0.05221443250775337,0.9807921648025513
NNSL-KDD,43,12,0.05994915962219238,0.977508544921875
NNSL-KDD,43,13,0.04689798131585121,0.9834104180335999
NNSL-KDD,43,14,0.044346705079078674,0.9843976497650146
NNSL-KDD,43,15,0.042392581701278687,0.9849985241889954
NNSL-KDD,43,16,0.04214897006750107,0.9848054051399231
NNSL-KDD,43,17,0.040003299713134766,0.9854492545127869
NNSL-KDD,43,18,0.03992907330393791,0.9856423735618591
NNSL-KDD,43,19,0.03688153624534607,0.9864042401313782
NNSL-KDD,43,20,0.0370066873729229,0.9867476224899292
NNSL-KDD,44,1,0.266440749168396,0.902247428894043
NNSL-KDD,44,2,0.18887397646903992,0.9260737895965576
NNSL-KDD,44,3,0.14418064057826996,0.9400368928909302
NNSL-KDD,44,4,0.11165539920330048,0.9554381966590881
NNSL-KDD,44,5,0.08972436189651489,0.9637559652328491
NNSL-KDD,44,6,0.07308147847652435,0.9713010191917419
NNSL-KDD,44,7,0.06749095022678375,0.9731470346450806
NNSL-KDD,44,8,0.05987079069018364,0.9769034385681152
NNSL-KDD,44,9,0.0549529530107975,0.9792324304580688
NNSL-KDD,44,10,0.04904913529753685,0.9819692373275757
NNSL-KDD,44,11,0.05677464231848717,0.9786206483840942
NNSL-KDD,44,12,0.049345701932907104,0.9820550680160522
NNSL-KDD,44,13,0.0452352911233902,0.9833108186721802
NNSL-KDD,44,14,0.042850907891988754,0.9846308827400208
NNSL-KDD,44,15,0.041063304990530014,0.9849958419799805
NNSL-KDD,44,16,0.03876063600182533,0.9861334562301636
NNSL-KDD,44,17,0.03895524516701698,0.9862622618675232
NNSL-KDD,44,18,0.0356154628098011,0.9873462319374084
NNSL-KDD,44,19,0.036982350051403046,0.9867881536483765
NNSL-KDD,44,20,0.03382399305701256,0.9879687428474426
NNSL-KDD,45,1,0.23431473970413208,0.917369544506073
NNSL-KDD,45,2,0.13787570595741272,0.9509904980659485
NNSL-KDD,45,3,0.112057164311409,0.9593179225921631
NNSL-KDD,45,4,0.09678637981414795,0.964114785194397
NNSL-KDD,45,5,0.07024966180324554,0.9730753302574158
NNSL-KDD,45,6,0.06205165013670921,0.9765952229499817
NNSL-KDD,45,7,0.05846317857503891,0.9779258966445923
NNSL-KDD,45,8,0.05499047413468361,0.9792243242263794
NNSL-KDD,45,9,0.0522926039993763,0.9807052612304688
NNSL-KDD,45,10,0.049367357045412064,0.9817891120910645
NNSL-KDD,45,11,0.04708250239491463,0.9825939536094666
NNSL-KDD,45,12,0.04562508314847946,0.9830124974250793
NNSL-KDD,45,13,0.04800310358405113,0.9825188517570496
NNSL-KDD,45,14,0.043393976986408234,0.9842787384986877
NNSL-KDD,45,15,0.041918203234672546,0.9844826459884644
NNSL-KDD,45,16,0.0407714881002903,0.9849870204925537
NNSL-KDD,45,17,0.040759555995464325,0.9849226474761963
NNSL-KDD,45,18,0.03773783519864082,0.9865001440048218
NNSL-KDD,45,19,0.038165222853422165,0.9861781597137451
NNSL-KDD,45,20,0.036131348460912704,0.9869186282157898
NNSL-KDD,46,1,0.25301265716552734,0.9066752791404724
NNSL-KDD,46,2,0.15076930820941925,0.9438183903694153
NNSL-KDD,46,3,0.13958430290222168,0.9533268809318542
NNSL-KDD,46,4,0.11151796579360962,0.9580167531967163
NNSL-KDD,46,5,0.08267971128225327,0.9685018062591553
NNSL-KDD,46,6,0.11254486441612244,0.9619660973548889
NNSL-KDD,46,7,0.10983697324991226,0.963618814945221
NNSL-KDD,46,8,0.09448769688606262,0.9663447141647339
NNSL-KDD,46,9,0.09103432297706604,0.9674822688102722
NNSL-KDD,46,10,0.06653387099504471,0.9760892987251282
NNSL-KDD,46,11,0.053848911076784134,0.9813050031661987
NNSL-KDD,46,12,0.050115834921598434,0.9823138117790222
NNSL-KDD,46,13,0.046371109783649445,0.9839772582054138
NNSL-KDD,46,14,0.04442685469985008,0.9845245480537415
NNSL-KDD,46,15,0.04268145561218262,0.9847714304924011
NNSL-KDD,46,16,0.04347122460603714,0.9841382503509521
NNSL-KDD,46,17,0.04535025730729103,0.9838591814041138
NNSL-KDD,46,18,0.04065615311264992,0.9857587218284607
NNSL-KDD,46,19,0.039093971252441406,0.9861558079719543
NNSL-KDD,46,20,0.037644483149051666,0.9870251417160034
train_test_network,42,1,0.33999890089035034,0.8690097332000732
train_test_network,42,2,0.13338865339756012,0.9623886346817017
train_test_network,42,3,0.07852604985237122,0.9805030226707458
train_test_network,42,4,0.08602100610733032,0.9770717024803162
train_test_network,42,5,0.08921688795089722,0.9751977920532227
train_test_network,42,6,0.0725334882736206,0.9828932881355286
train_test_network,42,7,0.06488699465990067,0.9833263754844666
train_test_network,42,8,0.061280496418476105,0.9836928248405457
train_test_network,42,9,0.05576084554195404,0.9844590425491333
train_test_network,42,10,0.060929473489522934,0.9841176271438599
train_test_network,42,11,0.056230828166007996,0.9843341112136841
train_test_network,42,12,0.046248432248830795,0.9875322580337524
train_test_network,42,13,0.03253205865621567,0.9914050102233887
train_test_network,42,14,0.029877692461013794,0.9920879602432251
train_test_network,42,15,0.029979342594742775,0.9920213222503662
train_test_network,42,16,0.034433621913194656,0.9910385608673096
train_test_network,42,17,0.030108334496617317,0.9922128915786743
train_test_network,42,18,0.028728976845741272,0.992371141910553
train_test_network,42,19,0.027176201343536377,0.9928374886512756
train_test_network,42,20,0.03597096726298332,0.9905055165290833
train_test_network,43,1,0.2710137665271759,0.8874205946922302
train_test_network,43,2,0.1635894775390625,0.9378783106803894
train_test_network,43,3,0.09491866827011108,0.9756048917770386
train_test_network,43,4,0.08192409574985504,0.9812576174736023
train_test_network,43,5,0.08688361942768097,0.9766387343406677
train_test_network,43,6,0.07140015065670013,0.9805906414985657
train_test_network,43,7,0.06059514358639717,0.9845508933067322
train_test_network,43,8,0.07300106436014175,0.9787980914115906
train_test_network,43,9,0.05368046090006828,0.9866018295288086
train_test_network,43,10,0.05283413082361221,0.9866435527801514
train_test_network,43,11,0.05534542724490166,0.9860432744026184
train_test_network,43,12,0.06114862486720085,0.9840589761734009
train_test_network,43,13,0.0634143054485321,0.9828583598136902
train_test_network,43,14,0.05348725989460945,0.9857264161109924
train_test_network,43,15,0.05325283482670784,0.9858598113059998
train_test_network,43,16,0.05884162709116936,0.9854679703712463
train_test_network,43,17,0.04977172985672951,0.9870771169662476
train_test_network,43,18,0.04470223933458328,0.988644540309906
train_test_network,43,19,0.04325433447957039,0.9885110855102539
train_test_network,43,20,0.06748790293931961,0.9832502603530884
train_test_network,44,1,0.3062173128128052,0.8752292394638062
train_test_network,44,2,0.2096780687570572,0.9339345693588257
train_test_network,44,3,0.08734478801488876,0.977678120136261
train_test_network,44,4,0.06166788190603256,0.9848464727401733
train_test_network,44,5,0.048451345413923264,0.9884639978408813
train_test_network,44,6,0.04515313357114792,0.9892891645431519
train_test_network,44,7,0.04130559787154198,0.9905977845191956
train_test_network,44,8,0.04113510996103287,0.9902144074440002
train_test_network,44,9,0.039563365280628204,0.9906477928161621
train_test_network,44,10,0.03859097510576248,0.9909728765487671
train_test_network,44,11,0.04064972698688507,0.9913730025291443
train_test_network,44,12,0.042130276560783386,0.9904311299324036
train_test_network,44,13,0.03656160831451416,0.9918981194496155
train_test_network,44,14,0.03545445576310158,0.9920064806938171
train_test_network,44,15,0.03457169607281685,0.9918897747993469
train_test_network,44,16,0.03346669301390648,0.9920981526374817
train_test_network,44,17,0.04515698924660683,0.989022433757782
train_test_network,44,18,0.039153289049863815,0.9910062551498413
train_test_network,44,19,0.03369211405515671,0.9921148419380188
train_test_network,44,20,0.032936301082372665,0.9919564723968506
train_test_network,45,1,0.26680344343185425,0.8857049942016602
train_test_network,45,2,0.1290232241153717,0.9507520198822021
train_test_network,45,3,0.08832135051488876,0.9718452095985413
train_test_network,45,4,0.08928052335977554,0.9778313040733337
train_test_network,45,5,0.0775485560297966,0.981999933719635
train_test_network,45,6,0.09039796143770218,0.9748549461364746
train_test_network,45,7,0.07811328023672104,0.9793153405189514
train_test_network,45,8,0.08899056166410446,0.9728706479072571
train_test_network,45,9,0.07224196940660477,0.9799906611442566
train_test_network,45,10,0.06651156395673752,0.9822083711624146
train_test_network,45,11,0.0592748261988163,0.9849596619606018
train_test_network,45,12,0.05481019988656044,0.9860601425170898
train_test_network,45,13,0.04385419189929962,0.988552987575531
train_test_network,45,14,0.034534405916929245,0.9915627241134644
train_test_network,45,15,0.0335838720202446,0.9917128086090088
train_test_network,45,16,0.03536246716976166,0.9912042021751404
train_test_network,45,17,0.032824836671352386,0.9917294979095459
train_test_network,45,18,0.03073912113904953,0.9917294979095459
train_test_network,45,19,0.029861776158213615,0.9921379685401917
train_test_network,45,20,0.02729203924536705,0.9928299784660339
train_test_network,46,1,0.2971319258213043,0.870557963848114
train_test_network,46,2,0.16894346475601196,0.9377238750457764
train_test_network,46,3,0.13713344931602478,0.955858588218689
train_test_network,46,4,0.08982914686203003,0.9779584407806396
train_test_network,46,5,0.08260220289230347,0.978741466999054
train_test_network,46,6,0.07214615494012833,0.9827149510383606
train_test_network,46,7,0.06363645941019058,0.9823567867279053
train_test_network,46,8,0.06573724746704102,0.9826650023460388
train_test_network,46,9,0.05745557323098183,0.984922468662262
train_test_network,46,10,0.06301198899745941,0.9821651577949524
train_test_network,46,11,0.05585382878780365,0.9856554865837097
train_test_network,46,12,0.05316751450300217,0.9853722453117371
train_test_network,46,13,0.04866888001561165,0.9869466423988342
train_test_network,46,14,0.04619651287794113,0.9880878925323486
train_test_network,46,15,0.04881691560149193,0.9871299266815186
train_test_network,46,16,0.03704671934247017,0.9907202124595642
train_test_network,46,17,0.035074926912784576,0.9908701777458191
train_test_network,46,18,0.034235794097185135,0.991236686706543
train_test_network,46,19,0.02911132015287876,0.9924778938293457
train_test_network,46,20,0.030462520197033882,0.9921113848686218
