dataset,seed,accuracy,precision,recall,f1,roc_auc,tn,fp,fn,tp,test_samples,train_samples,n_features,deep_feature_dim,baseline_runtime_s,normalization_s,permutation_s,encryption_s,conventional_storage_s,blockchain_s,decryption_s,unshuffle_s,security_extra_time_s,secure_total_runtime_s,overhead_pct,throughput_samples_per_s,process_memory_mb,reconstruction_mae
NNSL-KDD,45,0.9882567732047063,0.9876781263227202,0.9878174976481656,0.9877478070691156,0.9991895128256302,22844,262,259,21001,44366,103541,121,64,158.33474383299836,0.11680358000012347,0.04173698200065701,0.14251517999946373,0.06702473000041209,0.1303667280008085,0.1392398569987563,0.01237859600041702,0.6500656530006381,158.984809485999,0.41056412336529685,279.0581071451804,5763.69140625,0.0
